Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
112,TOYOTA Corolla VERSO 2.0 D4D SOL (7) MPV,31000,4,5,2004,4000,Diesel,116,1,Grey,0,2000,5,4,5,283,1480,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
113,TOYOTA Corolla VERSO 2.0 D4D SOL (7) MPV,31275,4,5,2004,1500,Diesel,116,1,Grey,0,2000,5,4,5,283,1480,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
114, TOYOTA Corolla VERSO 2.0 D4D LINEA SOL MPV,24950,8,1,2004,13253,Diesel,116,1,Grey,0,2000,5,4,5,234,1320,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
115,TOYOTA Corolla VERSO 2.0 D4D LINEA SOL MPV,24950,8,1,2004,13253,Diesel,116,1,Grey,0,2000,5,4,5,234,1320,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
116,TOYOTA Corolla 2.0 D4D 116 5DR LUNA 4/5-Doors,22950,7,2,2004,10000,Diesel,116,1,Silver,0,2000,5,4,5,234,1270,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0
117,TOYOTA Corolla 2.0 D4D 90 WAGON SOL Stationwagen,24990,8,1,2004,6000,Diesel,90,1,Grey,0,2000,5,4,5,234,1280,1,1,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
118, TOYOTA Corolla 2.0 D4D 90 5DR SOL 4/5-Doors,21950,8,1,2004,10841,Diesel,90,1,Grey,0,2000,5,4,5,234,1270,0,1,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
119,TOYOTA Corolla 1.6 16V VVT I 3DR TERRA COMFORT 2/3-Doors,17900,7,2,2004,1,Petrol,110,1,Grey,0,1600,3,4,5,85,1105,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
120,TOYOTA Corolla 2.0 D4D 90 5DR TERRA COMFORT 4/5-Doors,19250,20,1,2003,63000,Diesel,90,1,Blue,0,2000,5,4,5,234,1255,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
121,TOYOTA Corolla 2.0 D4D 110 5DR EXEC BNS 4/5-Doors,22250,17,4,2003,57313,Diesel,110,1,Blue,0,2000,5,4,5,234,1275,1,1,3,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0
122,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18950,13,8,2003,57037,Petrol,110,0,Silver,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
123, TOYOTA Corolla 2.0 D4D Linea Terra Comfort 4/5-Doors,19950,19,2,2003,51099,Diesel,90,1,Silver,0,2000,5,4,5,234,1255,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
124, TOYOTA Corolla 1.6 16V VVT I 5DR TERRA 4/5-Doors,16350,14,7,2003,40010,Petrol,110,1,Black,0,1600,5,4,5,85,1115,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0
125,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,18950,20,1,2003,39115,Petrol,110,1,Blue,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
126,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,16950,17,4,2003,36012,Petrol,110,0,Red,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
127,TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,21750,16,5,2003,36000,Petrol,110,1,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
128,TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,15950,20,1,2003,36000,Petrol,110,1,Blue,0,1600,5,4,5,19,1075,0,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
129,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16500,20,1,2003,35000,Petrol,97,1,Blue,0,1400,5,4,5,85,1110,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
130,TOYOTA Corolla 1.4 16V VVT I 5DR SOL 4/5-Doors,17950,17,4,2003,33740,Petrol,97,1,Blue,0,1400,5,4,5,85,1135,0,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
131,TOYOTA Corolla 1.6 vvt-i nw model comfort airco 5drs 4/5-Doors,15850,13,8,2003,33477,Petrol,110,1,Black,0,1600,5,4,5,19,1075,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
132,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16250,20,1,2003,32627,Petrol,97,1,Grey,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
133, TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,15950,20,1,2003,29797,Petrol,97,1,Blue,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
134,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16250,19,2,2003,29441,Petrol,97,1,Blue,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
135,TOYOTA Corolla 1 6-16v VVT-i Linea Terra Comfort Airco 5drs 4/5-Doors,15950,13,8,2003,29371,Petrol,110,1,Black,0,1600,4,4,5,19,1105,0,0,24,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
136, TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16500,20,1,2003,29000,Petrol,97,0,Blue,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
137,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16500,19,2,2003,27821,Petrol,97,0,Grey,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
138,TOYOTA Corolla 1.4 16V VVT I 5DR SOL 4/5-Doors,18450,19,2,2003,27371,Petrol,97,0,Black,0,1400,5,4,5,85,1135,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
139, TOYOTA Corolla 1.6 terra comfort 5drs airco 4/5-Doors,16250,13,8,2003,25170,Petrol,110,1,Black,0,1600,5,4,5,19,1105,0,0,24,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
140,TOYOTA Corolla Luna 5drs D4D116 PK 4/5-Doors,23000,11,10,2003,25000,Diesel,116,1,Grey,0,2000,5,4,5,64,1320,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0
141,TOYOTA Corolla 1.6i 16V VVT I SOL + Navigatie 4/5-Doors,19900,20,1,2003,23000,Petrol,110,1,Blue,0,1600,5,4,5,85,1130,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
142,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16450,20,1,2003,22588,Petrol,97,1,Silver,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
143, TOYOTA Corolla 1.8 VVTL-i T-Sport 3-Drs 4/5-Doors,23950,19,2,2003,21684,Petrol,192,1,Silver,0,1800,5,4,5,19,1185,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0
144, TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19950,13,8,2003,21428,Petrol,110,1,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
145,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA COMF 4/5-Doors,18500,16,5,2003,20629,Petrol,110,1,Grey,0,1600,4,4,5,85,1090,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
146,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,18950,15,6,2003,20270,Petrol,110,1,Blue,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
147, TOYOTA Corolla 1.4 16V VVT I 5DR TERRA 4/5-Doors,16450,16,5,2003,20105,Petrol,97,0,Black,0,1400,5,4,5,85,1110,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0
148, TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMF AUT 4/5-Doors,20500,20,1,2003,20000,Petrol,110,0,Blue,1,1600,5,4,5,100,1165,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
149,TOYOTA Corolla 1.6 16V VVT I 5DR EXEC BNS 4/5-Doors,24500,13,8,2003,19988,Petrol,110,1,Grey,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
150,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19450,19,2,2003,18328,Petrol,110,0,Grey,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
151,TOYOTA Corolla 1.6 16V VVT I SEDAN SOL AUT4 4/5-Doors,20950,14,7,2003,17896,Petrol,110,1,Silver,1,1600,4,4,5,85,1150,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
152, TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,17200,20,1,2003,17300,Petrol,97,1,Grey,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
153,TOYOTA Corolla 1.6 16V VVT I 5DR SOL BNS 4/5-Doors,19950,19,2,2003,17038,Petrol,110,0,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
154,TOYOTA Corolla 1.4 16V VVT I 5DR LUNA BNS 4/5-Doors,18450,10,11,2003,13747,Petrol,97,1,Black,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
155, TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,19500,12,9,2003,13634,Petrol,110,1,Silver,0,1600,5,4,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
156,TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,21750,13,8,2003,13178,Petrol,110,1,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
157,TOYOTA Corolla 1.4 16V VVT I SEDAN TERRA COMF 4/5-Doors,16868,15,6,2003,13157,Petrol,97,1,Blue,0,1400,4,4,5,85,1085,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
158,TOYOTA Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors,19500,16,5,2003,13000,Petrol,110,1,Grey,0,1600,4,4,5,85,1105,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
159,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18900,11,10,2003,12500,Petrol,110,1,Blue,0,1600,5,4,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
160,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19750,17,4,2003,11999,Petrol,110,1,Grey,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
161,TOYOTA Corolla 1.6 16V VVT I 5DR SOL AUT4 4/5-Doors,19750,16,5,2003,11754,Petrol,110,0,Grey,1,1600,5,4,5,100,1180,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
162,TOYOTA Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors,18950,16,5,2003,11000,Petrol,110,1,Blue,0,1600,4,4,5,85,1105,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0
163, TOYOTA Corolla 1.6 16v VVTi Linea Sol 4/5-Doors,20750,17,4,2003,10000,Petrol,110,0,Silver,0,1598,5,4,5,85,1105,0,1,12,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
164,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,19600,9,12,2003,7650,Petrol,110,1,Silver,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0
165,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,19500,14,7,2003,6500,Petrol,110,1,Silver,0,1600,4,4,5,85,1100,0,1,28,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
166,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,17650,11,10,2003,6155,Petrol,97,1,Blue,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
167,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19950,14,7,2003,6000,Petrol,110,0,Blue,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
168,TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,19950,14,7,2003,5459,Petrol,110,1,Grey,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
169,TOYOTA Corolla 1.6 16V VVT I SEDAN SOL BNS AUT4 4/5-Doors,20950,14,7,2003,5278,Petrol,110,1,Silver,1,1600,4,4,5,85,1150,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
170,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,20500,12,9,2003,5000,Petrol,110,1,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
171,TOYOTA Corolla 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors,17795,9,12,2003,1,Petrol,98,1,Silver,0,1400,4,4,5,19,1065,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
172,TOYOTA Corolla 1.6-16v VVT-i Linea Terra Comfort AIRCO NIEUW 5DRS 4/5-Doors,18245,9,12,2003,1,Petrol,110,1,Grey,0,1600,5,4,5,19,1075,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
173,TOYOTA Corolla 1.6-16v VVT-i Executive B.edition 4/5-Doors,23750,8,1,2004,11000,Petrol,110,1,Blue,0,1600,5,4,5,85,1130,0,1,24,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0
174,TOYOTA Corolla 1.4 16V VVT I 5DR LUNA 4/5-Doors,19500,8,1,2004,10077,Petrol,97,1,Black,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
175, TOYOTA Corolla 1.4 16V VVT I 5DR LUNA 4/5-Doors,18950,8,1,2004,10000,Petrol,97,1,Grey,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0
176,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,21950,8,1,2004,9788,Petrol,110,1,Silver,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
177,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19950,8,1,2004,8574,Petrol,110,1,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
178,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18950,8,1,2004,7000,Petrol,110,0,Grey,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0
179,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA 4/5-Doors,19950,7,2,2004,6250,Petrol,110,1,Grey,0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
180,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,21950,8,1,2004,5000,Petrol,110,1,Grey,0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
181,TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,22500,6,3,2004,3000,Petrol,110,0,Black,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
182,TOYOTA Corolla 1.6 VVT-I 5DR LINEA TERRA 4/5-Doors,18500,7,2,2004,2000,Petrol,110,0,Red,0,1600,5,4,5,19,1075,0,1,24,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0
183,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18700,7,2,2004,450,Petrol,97,1,Grey,0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
184,TOYOTA Corolla 1.4 16V 5DR TERRA 4/5-Doors,21125,2,7,2004,225,Petrol,97,1,Blue,0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0
185,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,21500,2,7,2004,15,Petrol,110,1,Blue,0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
186, TOYOTA Corolla 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors,17795,1,8,2004,1,Petrol,98,1,Grey,0,1400,4,4,5,19,1100,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
187,TOYOTA Corolla 1.6-16v VVT-i Linea Terra Comfort NIEUW AIRCO 5drs 4/5-Doors,18245,1,8,2004,1,Petrol,110,1,Grey,0,1600,5,4,5,19,1075,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
188,TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,6950,43,2,2001,243000,Diesel,69,0,White,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0
189,TOYOTA Corolla 2.0 D4D SEDAN SOL 4/5-Doors,9500,38,7,2001,180638,Diesel,90,0,Red,0,2000,4,4,5,210,1160,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
190,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,11950,40,5,2001,179860,Diesel,90,1,Blue,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
191,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,7750,43,2,2001,178858,CNG,110,0,White,0,1600,3,4,5,197,1084,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0
192,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,11950,40,5,2001,161000,Diesel,69,1,Grey,0,1900,3,4,5,185,1105,0,1,3,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0
193,TOYOTA Corolla 1.8D Stationwagen,4350,44,1,2001,158320,Diesel,69,0,White,0,1800,5,4,5,64,1110,0,0,3,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
194,TOYOTA Corolla 1.8D 4/5-Doors,4750,44,1,2001,131273,Diesel,69,1,Silver,0,1800,5,4,5,64,1110,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
195,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,11750,40,5,2001,130062,Diesel,69,1,Red,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
196,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,13250,41,4,2001,123425,Diesel,69,1,Blue,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0
197,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,37,8,2001,118217,Petrol,110,1,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
198,TOYOTA Corolla 1.9 D Sedan 4/5-Doors,11900,44,1,2001,110000,Diesel,69,1,Silver,0,1900,5,4,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
199,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,39,6,2001,108847,Diesel,90,1,Blue,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
200,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,42,3,2001,105699,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
201,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,39,6,2001,98823,CNG,110,1,Blue,0,1600,5,4,5,197,1119,1,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1
202,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11495,44,1,2001,96829,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0
203,TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,11250,40,5,2001,96518,Petrol,97,1,Red,0,1400,3,4,5,69,1025,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
204,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10500,42,3,2001,92204,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
205,TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,10450,35,10,2001,91456,Diesel,69,1,Red,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
206,TOYOTA Corolla 19D LB Linea Terra 4/5-Doors,12950,43,2,2001,89968,Diesel,69,1,Green,0,1900,5,4,5,185,1140,0,0,3,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0
207,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11500,44,1,2001,89757,Petrol,110,1,Black,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
208,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12500,40,5,2001,85389,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
209,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,43,2,2001,85017,Petrol,97,0,Red,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
210,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,41,4,2001,84312,Petrol,110,0,Grey,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
211,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,37,8,2001,82743,CNG,110,1,Green,0,1600,5,4,5,197,1121,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
212,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,13250,41,4,2001,81106,Diesel,69,1,Black,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0
213,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,40,5,2001,80425,Diesel,90,1,Grey,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
214,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,11790,34,11,2001,78677,Petrol,110,1,Blue,1,1600,5,4,5,85,1105,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
215,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11450,40,5,2001,78425,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
216,TOYOTA Corolla 2.0 D4D HATCHB SOL 2/3-Doors,13500,33,12,2001,78108,Diesel,90,1,Grey,0,2000,3,4,5,210,1170,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
217,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10950,33,12,2001,77321,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
218,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,33,12,2001,75699,Diesel,69,0,Green,0,1900,3,4,5,185,1105,1,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0
219,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,41,4,2001,75697,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
220,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,44,1,2001,74846,Petrol,97,1,Black,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
221,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,38,7,2001,74319,Petrol,110,1,Black,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
222,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,11950,43,2,2001,74285,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
223,TOYOTA Corolla 1.6 HB LINEA SOL 4/5-Doors,12450,44,1,2001,74172,Petrol,110,1,Black,0,1600,5,4,5,163,1615,1,1,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0
